lab proto group dose1 dose2 body wet blot
Huntingdon C  2  0.00  0.00  286.20  120.00  115.00
Huntingdon C  2  0.00  0.00  290.20   97.00   92.00
Huntingdon C  2  0.00  0.00  311.00   97.00   90.00
Huntingdon C  3  0.01  0.00  304.40  140.00  132.00
Huntingdon C  3  0.01  0.00  288.20  106.00  100.00
Huntingdon C  3  0.01  0.00  308.10  119.00  115.00
Huntingdon C  3  0.01  0.00  294.10  115.00  113.00
Huntingdon C  3  0.01  0.00  295.70  106.00   97.00
Huntingdon C  3  0.01  0.00  296.90   80.00   77.00
Huntingdon C  4  0.03  0.00  309.20  133.00  127.00
Huntingdon C  4  0.03  0.00  282.20   99.00   87.00
Huntingdon C  4  0.03  0.00  301.10   98.00   94.00
Huntingdon C  4  0.03  0.00  295.90   77.00   72.00
Huntingdon C  4  0.03  0.00  278.20  110.00  104.00
Huntingdon C  4  0.03  0.00  323.20   92.00   86.00
Huntingdon C  5  0.10  0.00  299.60   92.00   87.00
Huntingdon C  5  0.10  0.00  290.50   91.00   91.00
Huntingdon C  5  0.10  0.00  316.00   77.00   77.00
Huntingdon C  5  0.10  0.00  281.80   81.00   77.00
Huntingdon C  5  0.10  0.00  297.70   75.00   75.00
Huntingdon C  5  0.10  0.00  306.00   96.00   92.00
Huntingdon C  6  0.30  0.00  304.90  108.00  104.00
Huntingdon C  6  0.30  0.00  295.60   95.00   93.00
Huntingdon C  6  0.30  0.00  306.40  103.00  102.00
Huntingdon C  6  0.30  0.00  309.20  131.00  126.00
Huntingdon C  6  0.30  0.00  305.60   97.00   94.00
Huntingdon C  6  0.30  0.00  288.80  116.00  109.00
Huntingdon C  7  1.00  0.00  288.70  179.00  168.00
Huntingdon C  7  1.00  0.00  268.20  120.00  114.00
Huntingdon C  7  1.00  0.00  312.20  158.00  150.00
Huntingdon C  7  1.00  0.00  245.60  153.00  151.00
Huntingdon C  7  1.00  0.00  289.30  114.00  110.00
Huntingdon C  7  1.00  0.00  319.10  119.00  118.00
Huntingdon C  8  3.00  0.00  288.40  211.00  205.00
Huntingdon C  8  3.00  0.00  293.40  314.00  228.00
Huntingdon C  8  3.00  0.00  312.00  399.00  327.00
Huntingdon C  8  3.00  0.00  298.60  267.00  249.00
Huntingdon C  8  3.00  0.00  285.40  245.00  219.00
Huntingdon C  8  3.00  0.00  289.60  179.00  177.00
Huntingdon C  9 10.00  0.00  281.80  488.00  325.00
Huntingdon C  9 10.00  0.00  272.10  625.00  321.00
Huntingdon C  9 10.00  0.00  285.30  572.00  312.00
Huntingdon C  9 10.00  0.00  273.90  731.00  320.00
Huntingdon C  9 10.00  0.00  282.50  711.00  331.00
Huntingdon C  9 10.00  0.00  299.00  403.00  387.00
Huntingdon C 10  3.00  0.10  291.50  156.00  154.00
Huntingdon C 10  3.00  0.10  290.60  104.00  101.00
Huntingdon C 10  3.00  0.10  303.50  111.00  106.00
Huntingdon C 10  3.00  0.10  295.00  105.00  104.00
Huntingdon C 10  3.00  0.10  300.80   77.00   73.00
Huntingdon C 10  3.00  0.10  330.40   94.00   90.00
Huntingdon C 11  3.00  1.00  298.50   99.00   95.00
Huntingdon C 11  3.00  1.00  316.70  128.00  126.00
Huntingdon C 11  3.00  1.00  308.00  103.00  103.00
Huntingdon C 11  3.00  1.00  292.40   97.00   92.00
Huntingdon C 11  3.00  1.00  288.40  102.00   96.00
Huntingdon C 11  3.00  1.00  306.80  145.00  143.00
InEnvTox A  1  0.00  0.00    48.40    34.10    30.40
InEnvTox A  1  0.00  0.00    52.50    45.40    41.40
InEnvTox A  1  0.00  0.00    44.70    31.00    28.00
InEnvTox A  1  0.00  0.00    49.30    29.60    26.30
InEnvTox A  1  0.00  0.00    48.60    38.80    36.00
InEnvTox A  1  0.00  0.00    54.10    38.10    34.40
InEnvTox A  2  0.00  0.00    45.60    34.00    31.00
InEnvTox A  2  0.00  0.00    49.80    37.20    34.90
InEnvTox A  2  0.00  0.00    46.30    33.40    29.80
InEnvTox A  2  0.00  0.00    49.00    36.50    33.60
InEnvTox A  2  0.00  0.00    49.10    37.60    34.10
InEnvTox A  2  0.00  0.00    49.90    42.40    37.40
InEnvTox A  3  0.01  0.00    48.20    31.00    29.00
InEnvTox A  3  0.01  0.00    49.00    34.20    31.30
InEnvTox A  3  0.01  0.00    44.80    33.70    30.50
InEnvTox A  3  0.01  0.00    49.60    40.10    36.50
InEnvTox A  3  0.01  0.00    48.70    34.60    31.50
InEnvTox A  3  0.01  0.00    51.50    43.60    39.90
InEnvTox A  4  0.03  0.00    46.70    34.20    29.70
InEnvTox A  4  0.03  0.00    48.20    28.60    24.50
InEnvTox A  4  0.03  0.00    41.90    39.00    33.90
InEnvTox A  4  0.03  0.00    49.40    30.90    26.30
InEnvTox A  4  0.03  0.00    46.10    33.40    29.40
InEnvTox A  4  0.03  0.00    52.00    34.90    30.80
InEnvTox A  5  0.10  0.00    47.30    33.40    30.20
InEnvTox A  5  0.10  0.00    52.10    39.20    35.10
InEnvTox A  5  0.10  0.00    46.80    33.10    31.60
InEnvTox A  5  0.10  0.00    49.20    40.90    37.60
InEnvTox A  5  0.10  0.00    47.10    33.20    29.40
InEnvTox A  5  0.10  0.00    52.70    39.80    37.10
InEnvTox A  6  0.30  0.00    44.50    59.80    54.00
InEnvTox A  6  0.30  0.00    50.60    53.40    50.30
InEnvTox A  6  0.30  0.00    47.20    50.10    47.00
InEnvTox A  6  0.30  0.00    48.90    66.20    64.00
InEnvTox A  6  0.30  0.00    48.00    51.90    47.50
InEnvTox A  6  0.30  0.00    51.90    52.20    49.90
InEnvTox A  7  1.00  0.00    45.40    95.50    87.50
InEnvTox A  7  1.00  0.00    50.60    94.80    83.70
InEnvTox A  7  1.00  0.00    45.00    96.00    86.10
InEnvTox A  7  1.00  0.00    49.00   108.70    92.90
InEnvTox A  7  1.00  0.00    46.50   100.40    87.50
InEnvTox A  7  1.00  0.00    52.60    92.20    83.50
InEnvTox A  8  3.00  0.00    44.30   199.50   126.00
InEnvTox A  8  3.00  0.00    48.70   241.70   128.00
InEnvTox A  8  3.00  0.00    43.40   234.70   125.40
InEnvTox A  8  3.00  0.00    48.80   162.30   126.50
InEnvTox A  8  3.00  0.00    48.80   213.90   141.80
InEnvTox A  8  3.00  0.00    50.20   174.70   126.90
InEnvTox A  9 10.00  0.00    44.90   219.40   134.60
InEnvTox A  9 10.00  0.00    49.20   136.00   115.70
InEnvTox A  9 10.00  0.00    45.30   249.60   134.90
InEnvTox A  9 10.00  0.00    47.20   184.60   136.00
InEnvTox A  9 10.00  0.00    48.90   150.70   118.40
InEnvTox A  9 10.00  0.00    52.50   203.00   127.80
InEnvTox A 10  3.00  0.10    48.10   198.10   119.90
InEnvTox A 10  3.00  0.10    47.90   160.70   113.10
InEnvTox A 10  3.00  0.10    43.30   206.80   122.30
InEnvTox A 10  3.00  0.10    48.70   146.70   118.60
InEnvTox A 10  3.00  0.10    44.80    94.40    91.90
InEnvTox A 10  3.00  0.10    52.70   126.10   100.50
InEnvTox A 11  3.00  1.00    47.20    55.70    55.40
InEnvTox A 11  3.00  1.00    48.20    70.10    68.80
InEnvTox A 11  3.00  1.00    45.50    72.10    68.80
InEnvTox A 11  3.00  1.00    47.30    50.40    49.10
InEnvTox A 11  3.00  1.00    46.80    55.60    53.00
InEnvTox A 11  3.00  1.00    49.90    43.20    41.40
InEnvTox B  1  0.00  0.00    49.90    34.10    32.00
InEnvTox B  1  0.00  0.00    48.40    31.90    28.20
InEnvTox B  1  0.00  0.00    51.60    35.00    32.30
InEnvTox B  1  0.00  0.00    48.40    31.20    27.40
InEnvTox B  1  0.00  0.00    48.90    31.30    27.60
InEnvTox B  1  0.00  0.00    50.40    32.00    29.40
InEnvTox B  2  0.00  0.00    51.20    32.70    28.30
InEnvTox B  2  0.00  0.00    46.90    28.40    23.70
InEnvTox B  2  0.00  0.00    51.20    34.60    27.80
InEnvTox B  2  0.00  0.00    49.00    31.20    29.20
InEnvTox B  2  0.00  0.00    49.80    37.00    32.60
InEnvTox B  2  0.00  0.00    49.50    39.90    36.40
InEnvTox B  3  0.01  0.00    49.00    33.00    29.90
InEnvTox B  3  0.01  0.00    48.30    33.20    29.40
InEnvTox B  3  0.01  0.00    50.20    42.70    37.90
InEnvTox B  3  0.01  0.00    47.90    35.70    32.10
InEnvTox B  3  0.01  0.00    50.20    25.70    22.40
InEnvTox B  3  0.01  0.00    49.30    26.70    23.10
InEnvTox B  4  0.03  0.00    48.30    36.40    32.30
InEnvTox B  4  0.03  0.00    47.20    41.90    36.20
InEnvTox B  4  0.03  0.00    51.10    39.90    34.20
InEnvTox B  4  0.03  0.00    49.50    37.20    33.20
InEnvTox B  4  0.03  0.00    49.90    33.80    28.50
InEnvTox B  4  0.03  0.00    48.00    33.80    28.70
InEnvTox B  5  0.10  0.00    51.10    55.10    54.00
InEnvTox B  5  0.10  0.00    47.20    40.10    37.20
InEnvTox B  5  0.10  0.00    53.10    43.00    39.30
InEnvTox B  5  0.10  0.00    48.30    42.00    38.90
InEnvTox B  5  0.10  0.00    51.80    59.80    55.20
InEnvTox B  5  0.10  0.00    49.90    57.80    54.60
InEnvTox B  6  0.30  0.00    47.80    81.90    74.30
InEnvTox B  6  0.30  0.00    48.50    80.40    74.40
InEnvTox B  6  0.30  0.00    51.70    95.80    85.20
InEnvTox B  6  0.30  0.00    47.80    84.00    74.00
InEnvTox B  6  0.30  0.00    50.00   114.30    95.90
InEnvTox B  6  0.30  0.00    49.60    90.50    77.30
InEnvTox B  7  1.00  0.00    48.50   243.90   148.50
InEnvTox B  7  1.00  0.00    45.90   174.20   116.50
InEnvTox B  7  1.00  0.00    51.80   175.30   127.40
InEnvTox B  7  1.00  0.00    48.50   213.10   125.30
InEnvTox B  7  1.00  0.00    48.00   136.20   117.70
InEnvTox B  7  1.00  0.00    48.30   274.00   149.70
InEnvTox B  8  3.00  0.00    48.90   258.10   134.30
InEnvTox B  8  3.00  0.00    46.80      .     124.40
InEnvTox B  8  3.00  0.00    49.60   247.10   139.60
InEnvTox B  8  3.00  0.00    48.00   281.10   152.30
InEnvTox B  8  3.00  0.00    49.10   248.70   148.30
InEnvTox B  8  3.00  0.00    47.50   358.80   159.70
InEnvTox B  9 10.00  0.00    41.90   286.30   127.80
InEnvTox B  9 10.00  0.00    43.50   232.30   132.10
InEnvTox B  9 10.00  0.00    47.40   318.70   138.20
InEnvTox B  9 10.00  0.00    47.30   298.00   139.50
InEnvTox B  9 10.00  0.00    46.80   347.30   164.10
InEnvTox B  9 10.00  0.00    46.40   362.60   145.90
InEnvTox B 10  3.00  0.10    50.50    58.30    53.70
InEnvTox B 10  3.00  0.10    47.50    72.30    66.20
InEnvTox B 10  3.00  0.10    51.70    82.50    70.30
InEnvTox B 10  3.00  0.10    47.90    72.30    67.00
InEnvTox B 10  3.00  0.10    50.60    80.70    76.50
InEnvTox B 10  3.00  0.10    49.40    51.90    47.80
InEnvTox B 11  3.00  1.00    50.10    38.30    35.60
InEnvTox B 11  3.00  1.00    48.20    31.20    29.10
InEnvTox B 11  3.00  1.00    50.30    32.90    30.80
InEnvTox B 11  3.00  1.00    50.50    35.40    31.60
InEnvTox B 11  3.00  1.00    52.00    35.40    32.00
InEnvTox B 11  3.00  1.00    49.80    32.10    32.80
InEnvTox C  1  0.00  0.00   158.30    94.10    90.60
InEnvTox C  1  0.00  0.00   171.10   105.80   102.10
InEnvTox C  1  0.00  0.00   165.70    99.00    90.50
InEnvTox C  1  0.00  0.00   171.90    96.00    94.80
InEnvTox C  1  0.00  0.00   163.90    87.80    82.50
InEnvTox C  1  0.00  0.00   171.80   114.10   108.20
InEnvTox C  2  0.00  0.00   162.40    69.90    66.50
InEnvTox C  2  0.00  0.00   168.80   115.40   108.10
InEnvTox C  2  0.00  0.00   166.30    91.70    86.30
InEnvTox C  2  0.00  0.00   181.10    84.20    81.20
InEnvTox C  2  0.00  0.00   164.10      .      87.00
InEnvTox C  2  0.00  0.00   175.00    68.80    65.60
InEnvTox C  3  0.01  0.00   162.50    88.30    82.90
InEnvTox C  3  0.01  0.00   170.20    93.90    93.60
InEnvTox C  3  0.01  0.00   167.90    98.00    93.00
InEnvTox C  3  0.01  0.00   172.40    92.80    91.30
InEnvTox C  3  0.01  0.00   161.30   101.30    93.80
InEnvTox C  3  0.01  0.00   176.40    97.20    92.10
InEnvTox C  4  0.03  0.00   164.10   100.80    95.90
InEnvTox C  4  0.03  0.00   168.30    91.50    86.40
InEnvTox C  4  0.03  0.00   159.70    94.90    88.60
InEnvTox C  4  0.03  0.00   179.00    93.50    90.00
InEnvTox C  4  0.03  0.00   165.80    93.70    91.50
InEnvTox C  4  0.03  0.00   176.30   116.60   107.00
InEnvTox C  5  0.10  0.00   161.00   117.40   112.60
InEnvTox C  5  0.10  0.00   177.90   129.40   124.30
InEnvTox C  5  0.10  0.00   163.40   123.40   119.30
InEnvTox C  5  0.10  0.00   172.30   116.40   113.00
InEnvTox C  5  0.10  0.00   166.20   102.50    94.70
InEnvTox C  5  0.10  0.00   174.00   121.40   116.40
InEnvTox C  6  0.30  0.00   153.00   216.00   189.10
InEnvTox C  6  0.30  0.00   167.80   204.20   186.80
InEnvTox C  6  0.30  0.00   168.30   229.50   204.10
InEnvTox C  6  0.30  0.00   170.80   207.00   186.30
InEnvTox C  6  0.30  0.00   161.40   197.90   177.40
InEnvTox C  6  0.30  0.00   171.60   224.70   203.70
InEnvTox C  7  1.00  0.00   156.80   671.70   283.20
InEnvTox C  7  1.00  0.00   161.90   691.10   318.20
InEnvTox C  7  1.00  0.00   161.30   494.50   285.50
InEnvTox C  7  1.00  0.00   170.40   675.40   311.90
InEnvTox C  7  1.00  0.00   160.50   626.80   305.10
InEnvTox C  7  1.00  0.00   165.50   523.40   282.10
InEnvTox C  8  3.00  0.00   151.20   826.90   339.80
InEnvTox C  8  3.00  0.00   160.80   690.50   299.00
InEnvTox C  8  3.00  0.00   161.50   615.70   274.40
InEnvTox C  8  3.00  0.00   163.60   584.60   296.30
InEnvTox C  8  3.00  0.00   155.80   726.00   360.90
InEnvTox C  8  3.00  0.00   161.30   653.10   275.20
InEnvTox C  9 10.00  0.00   148.00   827.70   337.90
InEnvTox C  9 10.00  0.00   153.80   766.70   332.10
InEnvTox C  9 10.00  0.00   158.50   772.30   309.30
InEnvTox C  9 10.00  0.00   161.90   832.30   342.60
InEnvTox C  9 10.00  0.00   155.60   368.00   227.80
InEnvTox C  9 10.00  0.00   163.20   718.10   324.70
InEnvTox C 10  3.00  0.10   155.90   144.80   137.30
InEnvTox C 10  3.00  0.10   166.80   130.00   125.40
InEnvTox C 10  3.00  0.10   167.10   192.70   192.20
InEnvTox C 10  3.00  0.10   176.00   148.00   146.90
InEnvTox C 10  3.00  0.10   166.40   136.30   128.80
InEnvTox C 10  3.00  0.10   170.60   158.80   151.30
InEnvTox C 11  3.00  1.00   154.80    88.00    84.30
InEnvTox C 11  3.00  1.00   165.10    82.30    80.00
InEnvTox C 11  3.00  1.00   166.50    92.10    87.90
InEnvTox C 11  3.00  1.00   169.50   124.80   120.50
InEnvTox C 11  3.00  1.00   165.90   102.50    98.70
InEnvTox C 11  3.00  1.00   165.10   112.70   106.80
InEnvTox D  1  0.00  0.00   206.90    86.50    82.70
InEnvTox D  1  0.00  0.00   186.80    99.40    94.10
InEnvTox D  1  0.00  0.00   196.10    81.30    77.30
InEnvTox D  1  0.00  0.00   195.80    89.90    84.40
InEnvTox D  1  0.00  0.00   197.80    97.20    91.50
InEnvTox D  1  0.00  0.00   198.40    86.90    82.50
InEnvTox D  2  0.00  0.00   206.50    91.00    86.30
InEnvTox D  2  0.00  0.00   202.50    94.40    90.50
InEnvTox D  2  0.00  0.00   205.40    87.00    83.60
InEnvTox D  2  0.00  0.00   206.90    81.90    80.00
InEnvTox D  2  0.00  0.00   197.40    91.10    88.80
InEnvTox D  2  0.00  0.00   197.10   111.60   107.70
InEnvTox D  3  0.01  0.00   207.90    75.80    71.40
InEnvTox D  3  0.01  0.00   192.40    75.50    70.00
InEnvTox D  3  0.01  0.00   203.10    76.90    72.30
InEnvTox D  3  0.01  0.00   200.60    77.10    70.90
InEnvTox D  3  0.01  0.00   201.20    90.00    83.10
InEnvTox D  3  0.01  0.00   210.10   109.20   100.10
InEnvTox D  4  0.03  0.00   212.30    91.70    87.80
InEnvTox D  4  0.03  0.00   192.60    87.80    83.50
InEnvTox D  4  0.03  0.00   201.30   116.00   109.10
InEnvTox D  4  0.03  0.00   205.80    94.10    89.00
InEnvTox D  4  0.03  0.00   196.70    89.40    87.30
InEnvTox D  4  0.03  0.00   198.10    82.90    80.00
InEnvTox D  5  0.10  0.00   198.60   141.80   132.20
InEnvTox D  5  0.10  0.00   188.40      .      93.60
InEnvTox D  5  0.10  0.00   188.50      .      88.90
InEnvTox D  5  0.10  0.00   202.70   143.90   136.40
InEnvTox D  5  0.10  0.00   196.00   124.70   115.40
InEnvTox D  5  0.10  0.00   203.70   101.20    95.60
InEnvTox D  6  0.30  0.00   203.80   213.70   209.90
InEnvTox D  6  0.30  0.00   185.60   227.20   211.50
InEnvTox D  6  0.30  0.00   186.40   212.60   199.20
InEnvTox D  6  0.30  0.00   196.00   225.30   207.50
InEnvTox D  6  0.30  0.00   194.40   262.20   254.60
InEnvTox D  6  0.30  0.00   185.80   234.60   224.40
InEnvTox D  7  1.00  0.00   189.60   376.90   334.90
InEnvTox D  7  1.00  0.00   184.00   461.10   418.00
InEnvTox D  7  1.00  0.00   182.00   363.80   355.90
InEnvTox D  7  1.00  0.00   189.90   413.40   354.70
InEnvTox D  7  1.00  0.00   184.00   372.80   329.90
InEnvTox D  7  1.00  0.00   184.30   385.50   360.80
InEnvTox D  8  3.00  0.00   187.30   429.60   412.30
InEnvTox D  8  3.00  0.00   164.00   355.80   333.00
InEnvTox D  8  3.00  0.00   171.80   370.30   339.00
InEnvTox D  8  3.00  0.00   184.70   367.90   361.60
InEnvTox D  8  3.00  0.00   166.60   422.30   366.30
InEnvTox D  8  3.00  0.00   183.20   421.60   398.00
InEnvTox D  9 10.00  0.00   176.20   428.30   378.80
InEnvTox D  9 10.00  0.00   161.50   400.70   342.90
InEnvTox D  9 10.00  0.00   172.40   473.60   367.40
InEnvTox D  9 10.00  0.00   173.10   440.40   374.40
InEnvTox D  9 10.00  0.00   168.60   459.10   354.20
InEnvTox D  9 10.00  0.00   161.40   465.40   380.90
InEnvTox D 10  3.00  0.10   225.00   147.60   141.70
InEnvTox D 10  3.00  0.10   182.50   153.40   146.60
InEnvTox D 10  3.00  0.10   181.40   150.20   143.60
InEnvTox D 10  3.00  0.10   185.20   133.00   128.50
InEnvTox D 10  3.00  0.10   228.80   180.60   172.30
InEnvTox D 10  3.00  0.10   203.50   133.10   126.30
InEnvTox D 11  3.00  1.00   203.20    95.00    90.80
InEnvTox D 11  3.00  1.00   191.20   105.90    97.40
InEnvTox D 11  3.00  1.00   194.30    99.40    94.80
InEnvTox D 11  3.00  1.00   198.20   106.50    99.00
InEnvTox D 11  3.00  1.00   199.00    85.50    80.20
InEnvTox D 11  3.00  1.00   199.40    92.10    85.50
KoreaPark B  1  0.00  0.00    43.80    26.30    20.90
KoreaPark B  1  0.00  0.00    39.50    30.80    22.10
KoreaPark B  1  0.00  0.00    36.00    21.80    15.60
KoreaPark B  1  0.00  0.00    35.00    21.50    16.40
KoreaPark B  1  0.00  0.00    43.70    21.80    16.10
KoreaPark B  1  0.00  0.00    36.70    18.70    15.10
KoreaPark B  2  0.00  0.00    38.10    19.90    14.90
KoreaPark B  2  0.00  0.00    35.90    24.60    21.60
KoreaPark B  2  0.00  0.00    45.40    17.60    10.40
KoreaPark B  2  0.00  0.00    35.20    25.30    19.80
KoreaPark B  2  0.00  0.00    41.40    21.80    15.90
KoreaPark B  2  0.00  0.00    33.90    21.10    14.10
KoreaPark B  3  0.01  0.00    42.20    24.10    20.50
KoreaPark B  3  0.01  0.00    45.10    23.50    17.60
KoreaPark B  3  0.01  0.00    37.60    21.60    16.10
KoreaPark B  3  0.01  0.00    39.80    21.30    16.90
KoreaPark B  3  0.01  0.00    37.40    27.10    20.10
KoreaPark B  3  0.01  0.00    36.60    13.90    13.40
KoreaPark B  4  0.03  0.00    36.10    19.60    14.90
KoreaPark B  4  0.03  0.00    42.40    25.40    18.80
KoreaPark B  4  0.03  0.00    39.60    19.60    13.90
KoreaPark B  4  0.03  0.00    43.80    24.30    18.10
KoreaPark B  4  0.03  0.00    39.50    27.50    20.20
KoreaPark B  4  0.03  0.00    43.30    24.30    17.20
KoreaPark B  5  0.10  0.00    36.30    26.20    17.60
KoreaPark B  5  0.10  0.00    41.20    24.50    18.10
KoreaPark B  5  0.10  0.00    41.70    23.80    15.40
KoreaPark B  5  0.10  0.00    38.10    28.30    23.90
KoreaPark B  5  0.10  0.00    41.50    34.40    28.10
KoreaPark B  5  0.10  0.00    38.00    31.60    25.80
KoreaPark B  6  0.30  0.00    36.50    49.50    36.90
KoreaPark B  6  0.30  0.00    38.80    42.30    32.90
KoreaPark B  6  0.30  0.00    33.00    43.00    32.70
KoreaPark B  6  0.30  0.00    34.80    34.60    21.30
KoreaPark B  6  0.30  0.00    37.90    42.90    34.70
KoreaPark B  6  0.30  0.00    40.20    52.20    43.70
KoreaPark B  7  1.00  0.00    36.40   135.60   104.50
KoreaPark B  7  1.00  0.00    42.00   124.60    84.80
KoreaPark B  7  1.00  0.00    40.50   143.00    91.30
KoreaPark B  7  1.00  0.00    41.80   137.00    91.70
KoreaPark B  7  1.00  0.00    41.90   139.90    92.20
KoreaPark B  7  1.00  0.00    39.50   177.40   103.90
KoreaPark B  8  3.00  0.00    33.80   224.70    93.50
KoreaPark B  8  3.00  0.00    38.80   201.90    93.00
KoreaPark B  8  3.00  0.00    36.80   229.60   114.10
KoreaPark B  8  3.00  0.00    36.70   163.80   105.40
KoreaPark B  8  3.00  0.00    37.90   187.40   105.70
KoreaPark B  8  3.00  0.00    44.60   202.80   129.70
KoreaPark B  9 10.00  0.00    46.70   314.10   113.20
KoreaPark B  9 10.00  0.00    36.10   275.40   112.60
KoreaPark B  9 10.00  0.00    40.20   217.40    92.60
KoreaPark B  9 10.00  0.00    41.20   245.30   117.10
KoreaPark B  9 10.00  0.00    42.70   307.20   124.90
KoreaPark B  9 10.00  0.00    42.10   187.10   103.50
KoreaPark B 10  3.00  0.10    39.20    44.10    37.10
KoreaPark B 10  3.00  0.10    39.60    28.10    20.60
KoreaPark B 10  3.00  0.10    38.90    33.10    26.10
KoreaPark B 10  3.00  0.10    41.90    39.80    31.70
KoreaPark B 10  3.00  0.10    36.50    38.50    30.90
KoreaPark B 10  3.00  0.10    35.00    44.80    35.40
KoreaPark B 11  3.00  1.00    36.50    20.50    20.20
KoreaPark B 11  3.00  1.00    36.30    22.40    16.80
KoreaPark B 11  3.00  1.00    36.20    23.20    23.00
KoreaPark B 11  3.00  1.00    43.90    25.90    19.80
KoreaPark B 11  3.00  1.00    36.70    23.70    18.40
KoreaPark B 11  3.00  1.00    35.30    29.60    22.70
KoreaPark C  1  0.00  0.00   207.60   125.40   114.40
KoreaPark C  1  0.00  0.00   213.10   104.60    94.20
KoreaPark C  1  0.00  0.00   212.80   115.30   103.90
KoreaPark C  1  0.00  0.00   212.20    98.70    87.50
KoreaPark C  1  0.00  0.00   211.00   105.90    95.40
KoreaPark C  1  0.00  0.00   213.40   107.30    93.80
KoreaPark C  2  0.00  0.00   219.80   106.40    94.50
KoreaPark C  2  0.00  0.00   215.30    95.30    80.30
KoreaPark C  2  0.00  0.00   217.70   108.00    91.90
KoreaPark C  2  0.00  0.00   213.40   118.40   106.20
KoreaPark C  2  0.00  0.00   217.60   109.00    79.70
KoreaPark C  2  0.00  0.00   208.90   105.00    82.90
KoreaPark C  3  0.01  0.00   213.20   114.80   103.10
KoreaPark C  3  0.01  0.00   215.60   103.80    84.60
KoreaPark C  3  0.01  0.00   212.50   108.40    94.40
KoreaPark C  3  0.01  0.00   211.20   118.70    94.20
KoreaPark C  3  0.01  0.00   215.70   105.20    83.20
KoreaPark C  3  0.01  0.00   215.20    83.40    72.20
KoreaPark C  4  0.03  0.00   213.60   105.90    95.10
KoreaPark C  4  0.03  0.00   218.70    90.30    56.70
KoreaPark C  4  0.03  0.00   209.80   113.10    96.60
KoreaPark C  4  0.03  0.00   220.60   141.50   110.80
KoreaPark C  4  0.03  0.00   205.20   100.90    78.10
KoreaPark C  4  0.03  0.00   214.60    88.20    66.20
KoreaPark C  5  0.10  0.00   209.60   101.70    83.40
KoreaPark C  5  0.10  0.00   217.40    93.20    83.40
KoreaPark C  5  0.10  0.00   198.60   123.30   107.60
KoreaPark C  5  0.10  0.00   219.70   102.60    78.80
KoreaPark C  5  0.10  0.00   211.60   124.40    95.10
KoreaPark C  5  0.10  0.00   208.70   286.40   102.50
KoreaPark C  6  0.30  0.00   205.60   262.90   219.60
KoreaPark C  6  0.30  0.00   206.30   162.10   154.50
KoreaPark C  6  0.30  0.00   218.90   408.40   295.90
KoreaPark C  6  0.30  0.00   218.80   265.10   204.90
KoreaPark C  6  0.30  0.00   215.90   139.30   106.30
KoreaPark C  6  0.30  0.00   209.80   210.20   177.20
KoreaPark C  7  1.00  0.00   210.20  1075.20   416.50
KoreaPark C  7  1.00  0.00   201.30   930.50   369.10
KoreaPark C  7  1.00  0.00   215.60   973.60   350.80
KoreaPark C  7  1.00  0.00   213.50   659.20   288.00
KoreaPark C  7  1.00  0.00   205.60   531.90   268.30
KoreaPark C  7  1.00  0.00   209.40   602.50   317.00
KoreaPark C  8  3.00  0.00   210.30   830.90   347.50
KoreaPark C  8  3.00  0.00   207.20   997.10   371.90
KoreaPark C  8  3.00  0.00   210.70  1102.50   308.00
KoreaPark C  8  3.00  0.00   198.60   806.70   256.00
KoreaPark C  8  3.00  0.00   204.10   952.10   359.80
KoreaPark C  8  3.00  0.00   201.40   894.60   363.70
KoreaPark C  9 10.00  0.00   191.10  1239.30   375.80
KoreaPark C  9 10.00  0.00   189.70  1434.40   422.70
KoreaPark C  9 10.00  0.00   204.60  1114.30   359.10
KoreaPark C  9 10.00  0.00   194.20   988.90   334.70
KoreaPark C  9 10.00  0.00   199.70   834.60   334.90
KoreaPark C  9 10.00  0.00   193.80  1014.10   370.00
KoreaPark C 10  3.00  0.10   228.70   193.70   132.10
KoreaPark C 10  3.00  0.10   229.40   175.40   150.60
KoreaPark C 10  3.00  0.10   229.80   180.20   142.00
KoreaPark C 10  3.00  0.10   209.40   176.40   151.00
KoreaPark C 10  3.00  0.10   217.40   139.20   113.50
KoreaPark C 10  3.00  0.10   214.30   155.00   133.20
KoreaPark C 11  3.00  1.00   197.20   114.90   101.20
KoreaPark C 11  3.00  1.00   207.50   142.10   121.50
KoreaPark C 11  3.00  1.00   218.70   119.90    94.90
KoreaPark C 11  3.00  1.00   205.20   365.60   327.90
KoreaPark C 11  3.00  1.00   210.20    93.30    86.10
KoreaPark C 11  3.00  1.00   212.70   125.10   105.10
Mitsubishi A  1  0.00  0.00    56.30    33.10    31.60
Mitsubishi A  1  0.00  0.00    62.40    38.80    36.50
Mitsubishi A  1  0.00  0.00    54.10    27.30    26.20
Mitsubishi A  1  0.00  0.00    61.50    26.60    25.20
Mitsubishi A  1  0.00  0.00    55.30    29.20    28.30
Mitsubishi A  1  0.00  0.00    57.60    34.60    33.50
Mitsubishi A  2  0.00  0.00    62.80    38.10    36.10
Mitsubishi A  2  0.00  0.00    52.60    44.10    40.60
Mitsubishi A  2  0.00  0.00    56.10    28.70    27.50
Mitsubishi A  2  0.00  0.00    57.20    27.50    25.80
Mitsubishi A  2  0.00  0.00    59.60    40.00    38.80
Mitsubishi A  2  0.00  0.00    63.70    27.30    26.20
