lab proto group dose1 dose2 body wet blot
Nihon D  4  0.03  0.00   222.50    95.10    92.30
Nihon D  4  0.03  0.00   247.30   103.50   101.60
Nihon D  5  0.10  0.00   203.10    89.60    88.10
Nihon D  5  0.10  0.00   225.10    97.20    94.60
Nihon D  5  0.10  0.00   234.70   111.80   107.60
Nihon D  5  0.10  0.00   203.30   131.30   126.90
Nihon D  5  0.10  0.00   235.50   123.40   120.10
Nihon D  5  0.10  0.00   232.60   114.40   111.30
Nihon D  6  0.30  0.00   206.20   204.80   202.40
Nihon D  6  0.30  0.00   215.30   221.80   207.70
Nihon D  6  0.30  0.00   231.90   293.70   288.30
Nihon D  6  0.30  0.00   196.50   200.50   194.10
Nihon D  6  0.30  0.00   217.60   208.30   202.00
Nihon D  6  0.30  0.00   222.70   213.90   199.00
Nihon D  7  1.00  0.00   190.20   315.30   309.10
Nihon D  7  1.00  0.00   201.80   375.30   370.20
Nihon D  7  1.00  0.00   224.10   353.80   308.10
Nihon D  7  1.00  0.00   193.30   474.50   346.30
Nihon D  7  1.00  0.00   213.70   439.00   392.50
Nihon D  7  1.00  0.00   209.50   415.80   361.50
Nihon D  8  3.00  0.00   181.80   348.90   338.40
Nihon D  8  3.00  0.00   200.90   419.90   401.40
Nihon D  8  3.00  0.00   204.30   394.30   383.70
Nihon D  8  3.00  0.00   187.90   370.30   354.70
Nihon D  8  3.00  0.00   206.40   556.60   459.50
Nihon D  8  3.00  0.00   210.50   569.30   446.90
Nihon D  9 10.00  0.00   192.80   425.90   352.10
Nihon D  9 10.00  0.00   194.80   603.70   435.30
Nihon D  9 10.00  0.00   212.30   673.40   404.30
Nihon D  9 10.00  0.00   198.60   780.10   430.00
Nihon D  9 10.00  0.00   196.80   782.50   460.60
Nihon D  9 10.00  0.00   212.60   850.10   450.80
Nihon D 10  3.00  0.10   221.40   133.10   131.50
Nihon D 10  3.00  0.10   227.40   112.80   109.70
Nihon D 10  3.00  0.10   229.40   168.00   160.80
Nihon D 10  3.00  0.10   209.40   169.50   163.60
Nihon D 10  3.00  0.10   216.40   314.40   289.20
Nihon D 10  3.00  0.10   236.20   189.50   185.50
Nihon D 11  3.00  1.00   217.00    80.90    79.30
Nihon D 11  3.00  1.00   219.60    84.90    83.20
Nihon D 11  3.00  1.00   230.60    84.30    82.70
Nihon D 11  3.00  1.00   203.10   105.40   102.40
Nihon D 11  3.00  1.00   228.40   133.50   129.20
Nihon D 11  3.00  1.00   230.60    99.60    94.90
Poulenc A  1  0.00  0.00    47.60    19.70    17.10
Poulenc A  1  0.00  0.00    44.90    24.50    22.20
Poulenc A  1  0.00  0.00    43.30    23.90    21.50
Poulenc A  1  0.00  0.00    43.40    14.60    13.50
Poulenc A  1  0.00  0.00    46.80    20.80    18.20
Poulenc A  1  0.00  0.00    48.90    20.80    18.80
Poulenc A  2  0.00  0.00    44.40    24.50    17.40
Poulenc A  2  0.00  0.00    38.70    21.30    20.90
Poulenc A  2  0.00  0.00    40.30    18.00    15.30
Poulenc A  2  0.00  0.00    38.30    20.10    14.90
Poulenc A  2  0.00  0.00    40.90    22.30    19.40
Poulenc A  2  0.00  0.00    44.40    21.20    17.90
Poulenc A  3  0.01  0.00    46.10    20.50    16.80
Poulenc A  3  0.01  0.00    44.00    20.70    19.00
Poulenc A  3  0.01  0.00    41.90    17.20    13.60
Poulenc A  3  0.01  0.00    44.10    16.00    15.50
Poulenc A  3  0.01  0.00    48.40    19.50    18.10
Poulenc A  3  0.01  0.00    45.50    23.10    21.00
Poulenc A  4  0.03  0.00    48.80    21.00    20.30
Poulenc A  4  0.03  0.00    39.60    21.30    20.80
Poulenc A  4  0.03  0.00    42.10    20.30    14.00
Poulenc A  4  0.03  0.00    41.80    19.10    17.80
Poulenc A  4  0.03  0.00    51.10    23.00    20.90
Poulenc A  4  0.03  0.00    43.80    16.40    15.10
Poulenc A  5  0.10  0.00    41.80    24.70    22.20
Poulenc A  5  0.10  0.00    45.40    22.40    20.60
Poulenc A  5  0.10  0.00    42.20    18.30    13.70
Poulenc A  5  0.10  0.00    45.20    20.60    17.40
Poulenc A  5  0.10  0.00    40.10    17.00    14.90
Poulenc A  5  0.10  0.00    42.60    26.20    23.10
Poulenc A  6  0.30  0.00    40.60    36.70    35.40
Poulenc A  6  0.30  0.00    40.80    30.10    24.60
Poulenc A  6  0.30  0.00    41.00    49.30    44.50
Poulenc A  6  0.30  0.00    40.50    33.80    28.50
Poulenc A  6  0.30  0.00    45.10    33.50    31.30
Poulenc A  6  0.30  0.00    44.00    34.00    29.80
Poulenc A  7  1.00  0.00    39.80    57.60    53.30
Poulenc A  7  1.00  0.00    39.70    89.90    62.70
Poulenc A  7  1.00  0.00    49.00    50.00    46.00
Poulenc A  7  1.00  0.00    44.30    76.00    57.40
Poulenc A  7  1.00  0.00    46.60    59.00    52.30
Poulenc A  7  1.00  0.00    45.20    72.80    56.00
Poulenc A  8  3.00  0.00    37.00   151.70    75.20
Poulenc A  8  3.00  0.00    33.50    65.00    52.20
Poulenc A  8  3.00  0.00    40.30    84.40    60.70
Poulenc A  8  3.00  0.00    40.20   122.10    68.70
Poulenc A  8  3.00  0.00    43.70   107.10    80.20
Poulenc A  8  3.00  0.00    46.20   129.20    78.20
Poulenc A  9 10.00  0.00    46.70   185.10    88.20
Poulenc A  9 10.00  0.00    34.80    76.60    69.20
Poulenc A  9 10.00  0.00    44.20    90.40    83.80
Poulenc A  9 10.00  0.00    37.60   108.20    68.50
Poulenc A  9 10.00  0.00    48.60   176.90    87.80
Poulenc A  9 10.00  0.00    47.20    81.20    70.90
Poulenc A 10  3.00  0.10    38.10    92.50    76.90
Poulenc A 10  3.00  0.10    43.10   104.50    75.40
Poulenc A 10  3.00  0.10    37.70   149.40    72.50
Poulenc A 10  3.00  0.10    42.30    96.60    63.80
Poulenc A 10  3.00  0.10    44.00   102.00    72.70
Poulenc A 10  3.00  0.10    43.10   157.40    83.10
Poulenc A 11  3.00  1.00    41.50    25.70    24.00
Poulenc A 11  3.00  1.00    36.00    36.80    33.00
Poulenc A 11  3.00  1.00    41.10    27.50    24.20
Poulenc A 11  3.00  1.00    40.40    38.00    33.30
Poulenc A 11  3.00  1.00    41.80    38.80    32.80
Poulenc A 11  3.00  1.00    44.00    37.70    35.10
Sumitomo A  1  0.00  0.00    57.60    33.10    32.90
Sumitomo A  1  0.00  0.00    61.50    33.70    32.30
Sumitomo A  1  0.00  0.00    57.60    29.30    28.50
Sumitomo A  1  0.00  0.00    53.60    27.30    26.80
Sumitomo A  1  0.00  0.00    61.10    37.50    36.30
Sumitomo A  1  0.00  0.00    64.80    30.40    29.90
Sumitomo A  2  0.00  0.00    58.40    32.40    31.70
Sumitomo A  2  0.00  0.00    54.20    29.70    29.00
Sumitomo A  2  0.00  0.00    55.00    28.30    27.60
Sumitomo A  2  0.00  0.00    57.20    33.20    33.00
Sumitomo A  2  0.00  0.00    68.60    36.20    36.10
Sumitomo A  2  0.00  0.00    59.10    32.30    31.30
Sumitomo A  3  0.01  0.00    55.10    28.60    27.90
Sumitomo A  3  0.01  0.00    61.10    37.20    36.40
Sumitomo A  3  0.01  0.00    64.40    29.20    28.70
Sumitomo A  3  0.01  0.00    58.50    26.60    25.70
Sumitomo A  3  0.01  0.00    59.10    31.20    30.40
Sumitomo A  3  0.01  0.00    59.70    27.20    26.90
Sumitomo A  4  0.03  0.00    65.30    31.60    30.90
Sumitomo A  4  0.03  0.00    60.70    28.40    28.10
Sumitomo A  4  0.03  0.00    57.70    32.70    31.10
Sumitomo A  4  0.03  0.00    58.40    28.90    28.40
Sumitomo A  4  0.03  0.00    51.60    30.70    28.80
Sumitomo A  4  0.03  0.00    58.20    28.10    27.70
Sumitomo A  5  0.10  0.00    54.80    28.60    28.20
Sumitomo A  5  0.10  0.00    54.10    30.30    29.40
Sumitomo A  5  0.10  0.00    61.00    31.00    30.30
Sumitomo A  5  0.10  0.00    59.70    31.10    30.60
Sumitomo A  5  0.10  0.00    58.30    31.90    31.10
Sumitomo A  5  0.10  0.00    59.40    34.40    33.80
Sumitomo A  6  0.30  0.00    52.50    47.40    46.10
Sumitomo A  6  0.30  0.00    64.20    35.20    34.10
Sumitomo A  6  0.30  0.00    57.60    35.20    32.80
Sumitomo A  6  0.30  0.00    59.50    40.40    39.40
Sumitomo A  6  0.30  0.00    60.00    59.50    58.30
Sumitomo A  6  0.30  0.00    54.60    37.40    36.70
Sumitomo A  7  1.00  0.00    59.20    81.70    79.20
Sumitomo A  7  1.00  0.00    52.90    48.00    47.20
Sumitomo A  7  1.00  0.00    63.00    76.70    73.60
Sumitomo A  7  1.00  0.00    57.30   115.50   107.30
Sumitomo A  7  1.00  0.00    58.50    90.20    86.30
Sumitomo A  7  1.00  0.00    63.20    56.30    54.60
Sumitomo A  8  3.00  0.00    58.80   168.30   125.10
Sumitomo A  8  3.00  0.00    54.60   145.00   105.50
Sumitomo A  8  3.00  0.00    59.50   150.20   121.70
Sumitomo A  8  3.00  0.00    57.50   217.80   143.50
Sumitomo A  8  3.00  0.00    64.40    92.00    85.70
Sumitomo A  8  3.00  0.00    59.00   146.20   121.60
Sumitomo A  9 10.00  0.00    58.10   344.70   157.10
Sumitomo A  9 10.00  0.00    55.60   233.30   127.30
Sumitomo A  9 10.00  0.00    55.20   294.30   155.60
Sumitomo A  9 10.00  0.00    52.70   264.50   141.10
Sumitomo A  9 10.00  0.00    56.80   289.70   145.70
Sumitomo A  9 10.00  0.00    56.80   214.30   127.30
Sumitomo A 10  3.00  0.10    59.60   118.80   110.50
Sumitomo A 10  3.00  0.10    58.10   169.00   118.80
Sumitomo A 10  3.00  0.10    56.50   132.50   115.80
Sumitomo A 10  3.00  0.10    58.20   168.50   126.50
Sumitomo A 10  3.00  0.10    59.80   149.80   117.30
Sumitomo A 10  3.00  0.10    54.60   125.90   110.10
Sumitomo A 11  3.00  1.00    59.90    49.00    46.70
Sumitomo A 11  3.00  1.00    62.80    47.10    45.60
Sumitomo A 11  3.00  1.00    54.30    64.40    62.60
Sumitomo A 11  3.00  1.00    58.00    59.50    57.90
Sumitomo A 11  3.00  1.00    62.30    56.20    54.20
Sumitomo A 11  3.00  1.00    59.70    48.20    46.90
Sumitomo B  1  0.00  0.00    56.90    28.20    26.70
Sumitomo B  1  0.00  0.00    60.30    31.40    30.30
Sumitomo B  1  0.00  0.00    56.10    29.90    29.60
Sumitomo B  1  0.00  0.00    65.40    34.90    34.20
Sumitomo B  1  0.00  0.00    59.90    35.40    34.80
Sumitomo B  1  0.00  0.00    59.00    24.90    24.10
Sumitomo B  2  0.00  0.00    60.50    26.80    26.30
Sumitomo B  2  0.00  0.00    59.10    27.70    26.80
Sumitomo B  2  0.00  0.00    52.50    27.80    27.50
Sumitomo B  2  0.00  0.00    61.50    32.00    31.40
Sumitomo B  2  0.00  0.00    61.30    26.70    26.20
Sumitomo B  2  0.00  0.00    53.50    26.50    25.60
Sumitomo B  3  0.01  0.00    61.80    27.50    26.10
Sumitomo B  3  0.01  0.00    55.60    27.10    26.40
Sumitomo B  3  0.01  0.00    62.20    35.90    35.30
Sumitomo B  3  0.01  0.00    51.70    27.60    26.80
Sumitomo B  3  0.01  0.00    57.90    24.70    23.60
Sumitomo B  3  0.01  0.00    63.20    34.40    33.30
Sumitomo B  4  0.03  0.00    59.80    32.20    31.90
Sumitomo B  4  0.03  0.00    64.30    33.00    32.90
Sumitomo B  4  0.03  0.00    53.30    29.60    29.40
Sumitomo B  4  0.03  0.00    63.40    37.90    37.40
Sumitomo B  4  0.03  0.00    56.70    33.50    33.10
Sumitomo B  4  0.03  0.00    46.20    37.50    37.00
Sumitomo B  5  0.10  0.00    55.50    26.30    26.00
Sumitomo B  5  0.10  0.00    56.80    28.90    28.50
Sumitomo B  5  0.10  0.00    60.10    30.60    30.40
Sumitomo B  5  0.10  0.00    53.30    30.80    30.00
Sumitomo B  5  0.10  0.00    52.60    39.60    39.20
Sumitomo B  5  0.10  0.00    58.90    30.20    29.60
Sumitomo B  6  0.30  0.00    60.90    68.10    67.30
Sumitomo B  6  0.30  0.00    54.40   103.70   102.60
Sumitomo B  6  0.30  0.00    55.40    88.90    87.90
Sumitomo B  6  0.30  0.00    57.80    77.90    76.60
Sumitomo B  6  0.30  0.00    63.40    91.40    90.30
Sumitomo B  6  0.30  0.00    58.20    60.60    59.50
Sumitomo B  7  1.00  0.00    62.50   206.70   147.70
Sumitomo B  7  1.00  0.00    55.00   195.00   133.10
Sumitomo B  7  1.00  0.00    54.20   177.10   139.60
Sumitomo B  7  1.00  0.00    61.60   166.40   123.10
Sumitomo B  7  1.00  0.00    60.70   152.70   117.40
Sumitomo B  7  1.00  0.00    51.10   194.10   129.70
Sumitomo B  8  3.00  0.00    59.70   156.50   150.10
Sumitomo B  8  3.00  0.00    57.40   244.60   151.60
Sumitomo B  8  3.00  0.00    58.60   273.40   150.10
Sumitomo B  8  3.00  0.00    58.80   242.90   163.50
Sumitomo B  8  3.00  0.00    57.30   247.90   143.00
Sumitomo B  8  3.00  0.00    55.40   295.40   175.10
Sumitomo B  9 10.00  0.00    51.70   179.90   144.50
Sumitomo B  9 10.00  0.00    54.90   306.50   168.70
Sumitomo B  9 10.00  0.00    53.60   371.90   169.90
Sumitomo B  9 10.00  0.00    51.50   352.60   175.10
Sumitomo B  9 10.00  0.00    58.40   325.20   162.50
Sumitomo B  9 10.00  0.00    54.00   222.40   155.40
Sumitomo B 10  3.00  0.10    61.30   120.40   119.50
Sumitomo B 10  3.00  0.10    58.40   114.20   107.50
Sumitomo B 10  3.00  0.10    55.40   111.60   109.90
Sumitomo B 10  3.00  0.10    53.70   153.00    97.30
Sumitomo B 10  3.00  0.10    57.90    90.30    88.10
Sumitomo B 10  3.00  0.10    51.30    77.20    76.00
Sumitomo B 11  3.00  1.00    59.30    26.20    25.80
Sumitomo B 11  3.00  1.00    59.60    28.50    27.10
Sumitomo B 11  3.00  1.00    54.50    28.00    26.80
Sumitomo B 11  3.00  1.00    61.90    29.80    29.00
Sumitomo B 11  3.00  1.00    52.50    23.40    22.80
Sumitomo B 11  3.00  1.00    59.90    32.10    31.90
Sumitomo C  1  0.00  0.00   192.70    87.20    85.70
Sumitomo C  1  0.00  0.00   209.80   113.00   111.00
Sumitomo C  1  0.00  0.00   208.10   106.30   103.20
Sumitomo C  1  0.00  0.00   236.30   114.50   111.30
Sumitomo C  1  0.00  0.00   210.40   115.30   111.90
Sumitomo C  1  0.00  0.00   221.50   115.60   112.20
Sumitomo C  2  0.00  0.00   198.00   123.50   119.80
Sumitomo C  2  0.00  0.00   236.10   117.50   113.00
Sumitomo C  2  0.00  0.00   220.90   145.70   139.30
Sumitomo C  2  0.00  0.00   214.30   140.80   136.60
Sumitomo C  2  0.00  0.00   235.60   131.60   127.10
Sumitomo C  2  0.00  0.00   194.40    91.60    89.10
Sumitomo C  3  0.01  0.00   209.20   129.30   125.00
Sumitomo C  3  0.01  0.00   223.40   112.00   109.10
Sumitomo C  3  0.01  0.00   208.80   131.80   126.80
Sumitomo C  3  0.01  0.00   212.80   122.80   119.30
Sumitomo C  3  0.01  0.00   221.10   124.10   119.60
Sumitomo C  3  0.01  0.00   217.00   119.00   115.90
Sumitomo C  4  0.03  0.00   230.90   120.40   117.50
Sumitomo C  4  0.03  0.00   223.30   116.40   112.90
Sumitomo C  4  0.03  0.00   198.40   139.90   133.90
Sumitomo C  4  0.03  0.00   213.60   114.30   112.00
Sumitomo C  4  0.03  0.00   213.30   113.40   110.40
Sumitomo C  4  0.03  0.00   213.30   106.20   103.40
Sumitomo C  5  0.10  0.00   190.90   136.10   131.50
Sumitomo C  5  0.10  0.00   220.70   131.70   124.20
Sumitomo C  5  0.10  0.00   218.00   119.90   116.40
Sumitomo C  5  0.10  0.00   229.60   106.80   104.40
Sumitomo C  5  0.10  0.00   217.00   129.30   122.70
Sumitomo C  5  0.10  0.00   204.10   148.70   141.60
Sumitomo C  6  0.30  0.00   210.60   263.70   246.00
Sumitomo C  6  0.30  0.00   204.60   246.70   241.40
Sumitomo C  6  0.30  0.00   203.30   188.90   185.90
Sumitomo C  6  0.30  0.00   217.20   252.40   242.80
Sumitomo C  6  0.30  0.00   222.60   193.30   190.10
Sumitomo C  6  0.30  0.00   204.00   206.10   198.70
Sumitomo C  7  1.00  0.00   211.90   768.70   369.50
Sumitomo C  7  1.00  0.00   199.00   707.30   350.80
Sumitomo C  7  1.00  0.00   205.90   742.50   388.30
Sumitomo C  7  1.00  0.00   211.70   767.20   359.40
Sumitomo C  7  1.00  0.00   200.10   532.40   325.10
Sumitomo C  7  1.00  0.00   219.90   664.70   314.80
Sumitomo C  8  3.00  0.00   208.10   900.80   416.90
Sumitomo C  8  3.00  0.00   199.10   942.20   392.70
Sumitomo C  8  3.00  0.00   217.00   850.80   364.00
Sumitomo C  8  3.00  0.00   192.20   961.80   398.30
Sumitomo C  8  3.00  0.00   204.50   692.00   344.70
Sumitomo C  8  3.00  0.00   185.60   968.70   391.70
Sumitomo C  9 10.00  0.00   186.10   946.10   357.20
Sumitomo C  9 10.00  0.00   205.30  1220.40   468.30
Sumitomo C  9 10.00  0.00   196.80  1164.00   387.20
Sumitomo C  9 10.00  0.00   197.90  1329.30   448.90
Sumitomo C  9 10.00  0.00   189.80  1277.80   396.00
Sumitomo C  9 10.00  0.00   185.60  1246.50   368.30
Sumitomo C 10  3.00  0.10   201.90   195.60   191.20
Sumitomo C 10  3.00  0.10   213.30   213.80   209.30
Sumitomo C 10  3.00  0.10   226.40   185.60   181.50
Sumitomo C 10  3.00  0.10   219.50   175.90   172.50
Sumitomo C 10  3.00  0.10   189.90   167.30   165.00
Sumitomo C 10  3.00  0.10   210.80   176.50   174.20
Sumitomo C 11  3.00  1.00   203.90   136.20   129.90
Sumitomo C 11  3.00  1.00   205.10   135.10   130.80
Sumitomo C 11  3.00  1.00   212.20   141.90   137.00
Sumitomo C 11  3.00  1.00   208.60   123.20   121.00
Sumitomo C 11  3.00  1.00   192.30   100.30    99.50
Sumitomo C 11  3.00  1.00   199.90   131.50   129.20
TNO A  1  0.00  0.00   42.50   35.00   21.00
TNO A  1  0.00  0.00   38.10   31.00   28.00
TNO A  1  0.00  0.00   41.60   38.00   30.00
TNO A  1  0.00  0.00   40.40   24.00   22.00
TNO A  1  0.00  0.00   40.50   21.00   24.00
TNO A  1  0.00  0.00   41.70   29.00   24.00
TNO A  2  0.00  0.00   37.90   30.00   18.00
TNO A  2  0.00  0.00   38.70   29.00   24.00
TNO A  2  0.00  0.00   41.30   38.00   28.00
TNO A  2  0.00  0.00   37.50   36.00   33.00
TNO A  2  0.00  0.00   38.50   27.00   26.00
TNO A  2  0.00  0.00     .       .       .
TNO A  3  0.01  0.00   40.30   29.00   26.00
TNO A  3  0.01  0.00   39.20   36.00   24.00
TNO A  3  0.01  0.00   41.90   28.00   28.00
TNO A  3  0.01  0.00   41.70   38.00   32.00
TNO A  3  0.01  0.00   40.30   36.00   33.00
TNO A  3  0.01  0.00   40.50   28.00   21.00
TNO A  4  0.03  0.00   39.30   25.00   16.00
TNO A  4  0.03  0.00   42.00   36.00   25.00
TNO A  4  0.03  0.00   42.10   35.00   29.00
TNO A  4  0.03  0.00   41.60   36.00   32.00
TNO A  4  0.03  0.00   39.90   34.00   28.00
TNO A  4  0.03  0.00   39.40   44.00   33.00
TNO A  5  0.10  0.00   38.50   50.00   39.00
TNO A  5  0.10  0.00   43.10   28.00   22.00
TNO A  5  0.10  0.00   39.50   39.00   23.00
TNO A  5  0.10  0.00   39.10   34.00   23.00
TNO A  5  0.10  0.00   39.70   34.00   29.00
TNO A  5  0.10  0.00   38.50   36.00   20.00
TNO A  6  0.30  0.00   38.80   26.00   27.00
TNO A  6  0.30  0.00   36.80   36.00   31.00
TNO A  6  0.30  0.00   40.30   37.00   30.00
TNO A  6  0.30  0.00   39.50   33.00   26.00
TNO A  6  0.30  0.00   36.60   47.00   37.00
TNO A  6  0.30  0.00   37.90   32.00   25.00
TNO A  7  1.00  0.00   38.10   65.00   50.00
TNO A  7  1.00  0.00   38.30   71.00   61.00
TNO A  7  1.00  0.00   38.30   76.00   61.00
TNO A  7  1.00  0.00   37.70   60.00   60.00
TNO A  7  1.00  0.00   34.80   91.00   75.00
TNO A  7  1.00  0.00   37.30   99.00   86.00
TNO A  8  3.00  0.00   36.50  233.00  117.00
TNO A  8  3.00  0.00   38.00  174.00  115.00
TNO A  8  3.00  0.00   39.20  112.00  100.00
TNO A  8  3.00  0.00   41.30  177.00  110.00
TNO A  8  3.00  0.00   37.00  171.00   99.00
TNO A  8  3.00  0.00   38.00  171.00  107.00
TNO A  9 10.00  0.00   40.90  226.00  127.00
TNO A  9 10.00  0.00   43.80  217.00  148.00
TNO A  9 10.00  0.00   40.10  149.00  130.00
TNO A  9 10.00  0.00   40.40  112.00  106.00
TNO A  9 10.00  0.00   37.90  262.00  122.00
TNO A  9 10.00  0.00   35.90  250.00  123.00
TNO A 10  3.00  0.10   41.90  185.00  102.00
TNO A 10  3.00  0.10   39.30  134.00  108.00
TNO A 10  3.00  0.10   38.40  126.00  101.00
TNO A 10  3.00  0.10   38.20  187.00  107.00
TNO A 10  3.00  0.10   36.10  176.00   98.00
TNO A 10  3.00  0.10   37.00  256.00  128.00
TNO A 11  3.00  1.00   35.60   53.00   45.00
TNO A 11  3.00  1.00   38.00   64.00   59.00
TNO A 11  3.00  1.00   40.00   77.00   70.00
TNO A 11  3.00  1.00   40.10   39.00   38.00
TNO A 11  3.00  1.00   35.70   86.00   62.00
TNO A 11  3.00  1.00   37.60   64.00   48.00
TNO B  1  0.00  0.00   42.30   35.00   25.00
TNO B  1  0.00  0.00   39.20   42.00   19.00
TNO B  1  0.00  0.00   44.00   35.00   28.00
TNO B  1  0.00  0.00   41.40   30.00   21.00
TNO B  1  0.00  0.00   41.80   34.00   27.00
TNO B  1  0.00  0.00   42.40   44.00   39.00
TNO B  2  0.00  0.00   42.90   33.00   17.00
TNO B  2  0.00  0.00   42.80   29.00   22.00
TNO B  2  0.00  0.00   44.20   47.00   35.00
TNO B  2  0.00  0.00   42.90   36.00   25.00
TNO B  2  0.00  0.00   40.80   45.00   34.00
TNO B  2  0.00  0.00   44.00   29.00   22.00
TNO B  3  0.01  0.00   43.20   36.00   27.00
TNO B  3  0.01  0.00   43.50   36.00   30.00
TNO B  3  0.01  0.00   43.90   44.00   33.00
TNO B  3  0.01  0.00   41.10   36.00   29.00
TNO B  3  0.01  0.00   44.80   35.00   28.00
TNO B  3  0.01  0.00   38.90   37.00   29.00
TNO B  4  0.03  0.00   45.90   38.00   34.00
TNO B  4  0.03  0.00   43.10   36.00   29.00
TNO B  4  0.03  0.00   43.50   29.00   25.00
TNO B  4  0.03  0.00   41.40   40.00   20.00
TNO B  4  0.03  0.00   46.20   41.00   29.00
TNO B  4  0.03  0.00   40.90   44.00   33.00
TNO B  5  0.10  0.00   40.00   30.00   18.00
TNO B  5  0.10  0.00   40.00   31.00   25.00
TNO B  5  0.10  0.00   40.80   39.00   25.00
TNO B  5  0.10  0.00   46.30   35.00   29.00
TNO B  5  0.10  0.00   41.40   43.00   32.00
TNO B  5  0.10  0.00   39.30   48.00   35.00
TNO B  6  0.30  0.00   44.40   77.00   59.00
TNO B  6  0.30  0.00   43.30   71.00   51.00
TNO B  6  0.30  0.00   40.20   87.00   68.00
TNO B  6  0.30  0.00   42.90   87.00   69.00
TNO B  6  0.30  0.00   41.70   76.00   58.00
TNO B  6  0.30  0.00   38.30   73.00   56.00
TNO B  7  1.00  0.00   44.00  134.00  113.00
TNO B  7  1.00  0.00   44.10  192.00  120.00
TNO B  7  1.00  0.00   42.80  209.00  129.00
TNO B  7  1.00  0.00   43.10  150.00  118.00
TNO B  7  1.00  0.00   39.50  275.00  144.00
TNO B  7  1.00  0.00   40.50  129.00   92.00
TNO B  8  3.00  0.00   41.20  299.00  147.00
TNO B  8  3.00  0.00   43.50  255.00  152.00
TNO B  8  3.00  0.00   45.50  154.00  120.00
TNO B  8  3.00  0.00   43.80  220.00  163.00
TNO B  8  3.00  0.00   37.30  220.00  123.00
TNO B  8  3.00  0.00   41.80  284.00  125.00
TNO B  9 10.00  0.00   42.40  379.00  165.00
TNO B  9 10.00  0.00   42.20  307.00  163.00
TNO B  9 10.00  0.00   44.10  169.00  141.00
TNO B  9 10.00  0.00   42.30  273.00  151.00
TNO B  9 10.00  0.00   41.10  356.00  152.00
TNO B  9 10.00  0.00   45.70  340.00  161.00
TNO B 10  3.00  0.10   42.50  149.00  127.00
TNO B 10  3.00  0.10   42.50  412.00  176.00
TNO B 10  3.00  0.10   39.60  282.00  154.00
TNO B 10  3.00  0.10   44.80  256.00  127.00
TNO B 10  3.00  0.10   39.70  255.00  132.00
TNO B 10  3.00  0.10   40.20  302.00  150.00
TNO B 11  3.00  1.00   41.10   50.00   50.00
TNO B 11  3.00  1.00   41.60   69.00   52.00
TNO B 11  3.00  1.00   44.50   51.00   41.00
TNO B 11  3.00  1.00   38.40   55.00   45.00
TNO B 11  3.00  1.00   38.30   50.00   38.00
TNO B 11  3.00  1.00   43.40   69.00   56.00
WIL A  1  0.00  0.00    41.20    25.40    24.60
WIL A  1  0.00  0.00    42.10    21.00    20.30
WIL A  1  0.00  0.00    45.70    20.30    28.10
WIL A  1  0.00  0.00    43.10    26.80    25.10
WIL A  1  0.00  0.00    50.50    37.50    30.50
WIL A  1  0.00  0.00    48.60    35.30    29.00
WIL A  2  0.00  0.00    40.80    26.80    24.10
WIL A  2  0.00  0.00    46.00    15.50    37.40
WIL A  2  0.00  0.00    46.60    43.20    39.10
WIL A  2  0.00  0.00    52.30    23.90    14.50
WIL A  2  0.00  0.00    50.00    47.00    36.50
WIL A  2  0.00  0.00    47.70    33.50    24.00
WIL A  3  0.01  0.00    54.80    18.40    12.40
WIL A  3  0.01  0.00    48.50    34.10    29.20
WIL A  3  0.01  0.00    47.90    42.70    42.80
WIL A  3  0.01  0.00    47.80    44.00    32.90
WIL A  3  0.01  0.00    48.40    43.20    38.20
WIL A  3  0.01  0.00    43.20    46.60    43.00
WIL A  4  0.03  0.00    46.20    21.10    26.50
WIL A  4  0.03  0.00    47.80    29.90    35.00
WIL A  4  0.03  0.00    48.40    41.40    38.00
WIL A  4  0.03  0.00    44.40    27.60    28.40
WIL A  4  0.03  0.00    48.30    35.70    32.80
WIL A  4  0.03  0.00    42.80    34.80    27.60
WIL A  5  0.10  0.00    51.70    43.00    39.60
WIL A  5  0.10  0.00    49.90    65.20    64.10
WIL A  5  0.10  0.00    48.00    30.30    29.30
WIL A  5  0.10  0.00    48.90    26.10    24.10
WIL A  5  0.10  0.00    49.10    41.10    38.10
WIL A  5  0.10  0.00    40.70    40.30    36.80
WIL A  6  0.30  0.00    46.50    42.50    37.30
WIL A  6  0.30  0.00    48.20    32.70    28.80
WIL A  6  0.30  0.00    47.00    34.30    33.40
WIL A  6  0.30  0.00    51.70    48.20    12.00
WIL A  6  0.30  0.00    47.00    32.70    30.30
WIL A  6  0.30  0.00    41.30    33.00    30.90
WIL A  7  1.00  0.00    44.40    49.30    48.80
WIL A  7  1.00  0.00    48.90    57.30    53.40
WIL A  7  1.00  0.00    52.30    40.60    41.50
WIL A  7  1.00  0.00    51.10    53.10    49.30
WIL A  7  1.00  0.00    51.30    72.20    61.50
WIL A  7  1.00  0.00    42.30    73.70    67.30
WIL A  8  3.00  0.00    45.30   114.40    97.80
WIL A  8  3.00  0.00    44.30   115.90    90.10
WIL A  8  3.00  0.00    50.10   107.90    93.40
WIL A  8  3.00  0.00    51.70    88.20    89.60
WIL A  8  3.00  0.00    46.50   134.90    99.50
WIL A  8  3.00  0.00    44.00   142.20   101.60
WIL A  9 10.00  0.00    46.00   201.30   122.40
